Event	ID	Name			Wwise Object Path	Notes
	29352	HenryShootUzi			\Default Work Unit\HenryShootUzi	
	681562510	HenryBazookaFire			\Default Work Unit\HenryBazookaFire	
	898916160	HenryFrenzyShockwave			\Default Work Unit\HenryFrenzyShockwave	
	974165675	HenryPunchSwing			\Default Work Unit\HenryPunchSwing	
	1243470851	HenryBazookaExplosion			\Default Work Unit\HenryBazookaExplosion	
	1338646738	HenrySwordSwing			\Default Work Unit\HenrySwordSwing	
	1528007153	HenryBazookaUnequip			\Default Work Unit\HenryBazookaUnequip	
	1635077218	HenryShootAltPistol			\Default Work Unit\HenryShootAltPistol	
	1846709204	HenryFrenzyReady			\Default Work Unit\HenryFrenzyReady	
	2540911743	HenryBombThrow			\Default Work Unit\HenryBombThrow	
	2832048551	HenrySwordHit			\Default Work Unit\HenrySwordHit	
	2885794362	HenryBazookaEquip			\Default Work Unit\HenryBazookaEquip	
	3326093983	HenryShootPistol			\Default Work Unit\HenryShootPistol	
	3373198172	HenryShootShotgun			\Default Work Unit\HenryShootShotgun	
	3538026739	HenryFrenzyCharge			\Default Work Unit\HenryFrenzyCharge	
	3812426973	HenryDeath			\Default Work Unit\HenryDeath	
	3870790414	HenryUziReload			\Default Work Unit\HenryUziReload	
	4026175974	HenryPunchHit			\Default Work Unit\HenryPunchHit	
	4126244290	HenryBazookaCharge			\Default Work Unit\HenryBazookaCharge	
	4215933494	HenryBombExplosion			\Default Work Unit\HenryBombExplosion	

Game Parameter	ID	Name			Wwise Object Path	Notes
	2450313110	attackSpeed			\Default Work Unit\attackSpeed	
	3673881719	Volume_SFX			\Default Work Unit\Volume_SFX	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	301275395	HenryBazookaUnequip	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaUnequip_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaUnequip		6929
	314613840	HenryPunchHit6	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit6_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit6		8789
	325685009	HenryFrenzyReady1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryFrenzyReady1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Frenzy\HenryFrenzyReady\HenryFrenzyReady1		5733
	367864230	HenryBombExplosion2	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBombExplosion2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bomb\HenryBombExplosion\HenryBombExplosion2		21789
	379524197	HenryPunchHit3	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit3		12019
	382388330	HenryShootPistol1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryShootPistol1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Guns\HenryShootPistol\HenryShootPistol1		46215
	382408622	HenryBazookaFire	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaFire_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaFire		40987
	407809270	HenryBazookaExplosion1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaExplosion1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaExplosion\HenryBazookaExplosion1		50793
	444661373	HenryPunchHit2	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit2		8748
	451242698	HenryFrenzyCharge	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryFrenzyCharge_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Frenzy\HenryFrenzyCharge		12674
	460656225	HenryUziReload	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryUziReload_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Guns\HenryUziReload		16860
	468013609	HenryBazookaExplosion3	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaExplosion3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaExplosion\HenryBazookaExplosion3		47438
	519176680	HenryPunchSwing1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchSwing1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchSwing\HenryPunchSwing1		5276
	547270380	HenryPunchHit1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit1		5117
	547312936	HenryBazookaCharge	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaCharge_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaCharge		6733
	574378924	HenryDeath4	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryDeath4_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\HenryDeath\HenryDeath4		20158
	594947060	HenryDeath1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryDeath1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\HenryDeath\HenryDeath1		15042
	601970413	HenryPunchSwing3	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchSwing3_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchSwing\HenryPunchSwing3		2975
	648087356	HenryDeath5	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryDeath5_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\HenryDeath\HenryDeath5		20473
	649235339	HenryBazookaExplosion4	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBazookaExplosion4_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bazooka\HenryBazookaExplosion\HenryBazookaExplosion4		51227
	698239882	HenryPunchSwing4	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchSwing4_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchSwing\HenryPunchSwing4		4013
	706517323	HenryDeath6	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryDeath6_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\HenryDeath\HenryDeath6		15437
	772366604	HenryPunchHit7	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit7_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit7		5601
	773078015	HenryBombThrow	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryBombThrow_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Bomb\HenryBombThrow		2770
	799147236	HenrySwordHit2	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenrySwordHit2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Sword\HenrySwordHit\HenrySwordHit2		6035
	885922308	HenryShootAltPistol	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryShootAltPistol_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Guns\HenryShootAltPistol		17716
	904150161	HenrySwordSwing	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenrySwordSwing_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Sword\HenrySwordSwing		6470
	928256092	HenryDeath2	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryDeath2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\HenryDeath\HenryDeath2		18365
	931039593	HenrySwordHit1	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenrySwordHit1_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Sword\HenrySwordHit\HenrySwordHit1		6247
	947864067	HenryPunchSwing2	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchSwing2_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchSwing\HenryPunchSwing2		6083
	956154347	HenryShootUzi	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryShootUzi_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Guns\HenryShootUzi		3352
	974822995	HenryPunchHit5	E:\Abbas's stuff VII I think\1337 haxx\ror2lol\Chikara ga minegitte kuru\HenryMod\HenryWwise\.cache\Windows\SFX\HenryPunchHit5_3F75BDB9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Sfx Mixer\Henry\Skills\Punch\HenryPunchHit\HenryPunchHit5		4662

